route_id,origin_facility_id,origin_facility_name,origin_city,destination_facility_id,destination_facility_name,destination_city,straight_line_km,road_distance_km,estimated_travel_hrs,primary_highway,transfer_types,flood_risk_score,congestion_risk_score,disruption_probability,is_active
31ef825f-2352-4a83-9f7e-c27f309bd500,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,167.2,194.6,2.96,NH-75 (Bengaluru-Hassan),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.27,0.19,0.23,True
244432ef-ab4e-4ab2-a105-c43dff1381c1,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,95.2,112.1,1.53,NH-275 (Bengaluru-Mandya),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.31,0.29,0.3,True
3ddeb082-447f-4bad-96de-0bb6220f5230,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,3.2,5.0,0.13,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.24,0.37,0.305,True
5562098a-da00-4480-b01e-4d77609e7452,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,7.0,11.2,0.32,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.33,0.33,0.33,True
47470b76-124a-4ca1-9ca8-e544b7f8b96c,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,9.3,13.9,0.25,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.27,0.35,0.31,True
efe0d8be-c975-4756-a11d-9063d0b94948,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,2.3,3.9,0.11,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.28,0.22,0.25,True
090d19ed-52e9-4ef6-a52b-5fea16b0a287,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,10.5,17.3,0.33,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.33,0.315,True
60369e7f-89ca-470a-a142-d945d4357aa8,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,7.1,11.6,0.28,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.17,0.13,0.15,True
3b2ad53e-1421-4829-bb5f-492cbc4eb13a,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,5.5,9.0,0.19,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.23,0.17,0.2,True
6594ad28-ce77-4d58-a6d3-fdcd6b80f9cf,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,8.0,12.6,0.29,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.35,0.36,0.355,True
96a74918-101f-4680-a45a-e6510c7f608d,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,3.7,5.6,0.11,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.1,0.13,0.115,True
09be9095-e8cf-4086-ad3c-b7394327b7df,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,6.1,9.5,0.19,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.07,0.16,0.115,True
b4c87a53-31bd-4b85-916a-ab141f2efa0c,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,5.1,7.9,0.22,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer""]",0.18,0.24,0.21,True
654be5c9-4b72-423f-8aa0-90c4cdcd3738,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,7.3,12.2,0.3,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.1,0.1,0.1,True
5767a560-73f8-4596-b37d-fbbf64632c9b,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,0.8,1.1,0.02,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.18,0.16,0.17,True
44940548-dc93-419c-b972-c59e692eb56c,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,4.4,7.4,0.15,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.08,0.18,0.13,True
99ba0e09-f1d0-45dc-bd68-49323e136cb5,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,8.2,13.5,0.28,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.33,0.12,0.225,True
5f755b72-108b-47a1-8d4d-27eed17f04ab,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,131.2,171.3,3.03,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.15,0.73,0.44,True
5385c008-d664-4b7f-80e4-9653119120c0,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,3.9,5.6,0.11,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.09,0.2,0.145,True
e74f2779-b398-4c27-aab4-a6d4b0d77608,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,3.3,4.7,0.13,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.3,0.12,0.21,True
be80997a-7cc2-46ca-8cee-d80ad0141ed4,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,6.0,9.2,0.19,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.07,0.29,0.18,True
f9ad5865-32a0-4fbf-a260-7eb2465781c3,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,3.2,4.7,0.09,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.29,0.34,0.315,True
c3d248c1-bf3f-49af-adba-4af607d17021,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,7.3,10.9,0.21,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.24,0.21,0.225,True
156e6a73-6242-4489-a021-3e77ff37f9a9,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,4.3,5.8,0.14,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.14,0.38,0.26,True
581f1369-0147-475e-a3f1-8da84d559c8d,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,70.5,89.5,1.51,NH-48 (Bengaluru-Tumakuru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.12,0.77,0.445,True
b1553dba-a778-48ed-aed7-ed8102d02465,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,3.6,5.2,0.15,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.13,0.24,0.185,True
3a5f8c3b-b989-4e6d-bb47-f6cbbcc3c314,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,1.8,2.7,0.05,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.18,0.37,0.275,True
5296b734-c323-40c9-be1f-2cab3900b5b4,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,4.5,7.0,0.15,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.1,0.18,0.14,True
f20c0528-8e17-44ec-930a-48557f9e1148,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,2.8,4.6,0.09,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.18,0.37,0.275,True
08a4bb64-e0cb-43be-8533-ef577c4ea3fd,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,125.7,165.2,2.89,NH-275 (Bengaluru-Mysuru Expressway),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.23,0.74,0.485,True
0ef32f28-94a1-4daa-9108-ec87fbbf08b6,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,164.6,192.3,3.23,NH-75 (Bengaluru-Hassan),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.17,0.18,0.175,True
9c79df45-7d7d-4344-b743-228e0e33162c,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,91.9,107.7,1.59,NH-275 (Bengaluru-Mandya),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.2,0.15,0.175,True
1f7d00cc-ac6a-4d37-bc5c-08fa15cdcb46,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,9.5,14.1,0.28,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.32,0.17,0.245,True
a958e102-90ec-4b00-8646-6f323ffc4f1b,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,8.3,13.7,0.26,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.23,0.39,0.31,True
3ed857f1-e87e-440e-afa0-f9bd4bedaf8f,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,5.4,7.8,0.21,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.3,0.25,0.275,True
263a8286-27e7-4ee3-81db-1c2c1ef365cb,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,13.3,19.6,0.54,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.07,0.13,0.1,True
b0cbf942-39ef-4b3d-8234-9f0c7ec25444,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,9.4,13.3,0.24,SH/District Road (Bengaluru–Bengaluru),"[""blood_transfer"", ""patient_referral"", ""emergency_supply_relay""]",0.13,0.35,0.24,True
8e69621c-1237-4160-9405-939fa44c25cd,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,7.3,9.9,0.24,SH/District Road (Bengaluru–Bengaluru),"[""patient_referral"", ""emergency_supply_relay""]",0.32,0.16,0.24,True
